instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta42,1,1000,2336,100,20.47447137699845,185.16
ta42,2,1001,2399,94,23.72356884992264,181.5
ta42,3,1002,2394,94,23.465703971119133,181.92
