instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta52,1,1000,3176,71,15.239477503628446,259.09
ta52,2,1001,3165,97,14.840348330914368,259.96
ta52,3,1002,3111,99,12.880986937590711,259.03
