instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta62,1,1000,3422,99,19.275008713837575,1903.63
ta62,2,1001,3394,98,18.299058905542,1901.99
ta62,3,1002,3503,94,22.098292087835482,1903.15
