instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta62,1,1000,3552,99,23.806204252352735,391.89
ta62,2,1001,3449,99,20.216103171836878,390.87
ta62,3,1002,3473,96,21.05263157894737,386.56
