instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta72,1,1000,5832,99,12.565141864504922,4324.39
ta72,2,1001,5904,99,13.954834973943255,4319.2
ta72,3,1002,5739,100,10.770121598147076,4318.68
