instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta72,1,1000,5832,98,12.565141864504922,1224.09
ta72,2,1001,5747,100,10.924531943640224,1203.41
ta72,3,1002,5799,100,11.928199189345687,1209.61
