instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta42,1,1000,2337,73,20.526044352759154,1104.95
ta42,2,1001,2351,97,21.248066013408973,1103.88
ta42,3,1002,2274,90,17.276946879834966,1104.26
