iter,reward_mean,timesteps_total
177,-9295.811320754718,198240
178,-9295.811320754718,199360
179,-9295.811320754718,200480
180,-9295.811320754718,201600
181,-9295.811320754718,202720
182,-9295.811320754718,203840
183,-9428.685185185184,204960
184,-9428.685185185184,206080
185,-9574.254545454545,207200
186,-9574.254545454545,208320
187,-9743.660714285714,209440
188,-9743.660714285714,210560
189,-9743.660714285714,211680
190,-9743.660714285714,212800
191,-9743.660714285714,213920
192,-9743.660714285714,215040
193,-9727.827586206897,216160
194,-9727.827586206897,217280
195,-9727.827586206897,218400
196,-9727.827586206897,219520
197,-9809.389830508475,220640
198,-9809.389830508475,221760
199,-9969.0,222880
200,-9969.0,224000
201,-9969.0,225120
202,-9969.0,226240
203,-9930.672131147541,227360
204,-9930.672131147541,228480
205,-9930.672131147541,229600
206,-10053.5,230720
207,-10053.5,231840
208,-10053.5,232960
209,-10053.5,234080
210,-10053.5,235200
211,-10165.603174603175,236320
212,-10165.603174603175,237440
213,-10165.603174603175,238560
214,-10165.603174603175,239680
215,-10306.421875,240800
216,-10415.046153846153,241920
217,-10415.046153846153,243040
218,-10415.046153846153,244160
219,-10689.626865671642,245280
220,-10689.626865671642,246400
221,-10689.626865671642,247520
222,-10689.626865671642,248640
223,-10689.626865671642,249760
224,-10689.626865671642,250880
225,-10689.626865671642,252000
226,-10689.626865671642,253120
227,-10689.626865671642,254240
228,-10689.626865671642,255360
229,-10689.626865671642,256480
230,-10689.626865671642,257600
231,-10689.626865671642,258720
232,-10689.626865671642,259840
233,-10658.764705882353,260960
234,-10658.764705882353,262080
235,-10658.764705882353,263200
236,-10658.764705882353,264320
237,-10658.764705882353,265440
238,-10658.764705882353,266560
239,-10658.764705882353,267680
240,-10782.6,268800
241,-10782.6,269920
242,-10782.6,271040
243,-10782.6,272160
244,-10782.6,273280
245,-10782.6,274400
246,-10893.028169014084,275520
247,-10847.180555555555,276640
248,-10847.180555555555,277760
249,-10847.180555555555,278880
250,-10847.180555555555,280000
251,-10847.180555555555,281120
252,-10847.180555555555,282240
253,-10904.243243243243,283360
254,-10904.243243243243,284480
255,-10904.243243243243,285600
256,-10904.243243243243,286720
257,-10904.243243243243,287840
258,-10904.243243243243,288960
259,-10904.243243243243,290080
260,-10904.243243243243,291200
261,-10864.36,292320
262,-10834.131578947368,293440
263,-10834.131578947368,294560
264,-10834.131578947368,295680
265,-10834.131578947368,296800
266,-10834.131578947368,297920
267,-10834.131578947368,299040
268,-10834.131578947368,300160
269,-10834.131578947368,301280
270,-10834.131578947368,302400
271,-10958.896103896104,303520
272,-10924.26923076923,304640
273,-10887.177215189873,305760
274,-10887.177215189873,306880
275,-10887.177215189873,308000
276,-10887.177215189873,309120
277,-10887.177215189873,310240
278,-10887.177215189873,311360
279,-10887.177215189873,312480
280,-10887.177215189873,313600
281,-10887.177215189873,314720
282,-10887.177215189873,315840
283,-10887.177215189873,316960
284,-10887.177215189873,318080
285,-10887.177215189873,319200
286,-10887.177215189873,320320
287,-10859.8375,321440
288,-10859.8375,322560
289,-10859.8375,323680
290,-10859.8375,324800
291,-10859.8375,325920
292,-10859.8375,327040
293,-10811.329268292682,328160
294,-10811.329268292682,329280
295,-10811.329268292682,330400
296,-10811.329268292682,331520
297,-10811.329268292682,332640
298,-10787.469879518072,333760
299,-10789.142857142857,334880
300,-10789.142857142857,336000
