iter,reward_mean,timesteps_total
195,-9501.484848484848,218400
196,-9501.484848484848,219520
197,-9501.484848484848,220640
198,-9501.484848484848,221760
199,-9501.484848484848,222880
200,-9501.484848484848,224000
201,-9501.484848484848,225120
202,-9501.484848484848,226240
203,-9501.484848484848,227360
204,-9501.484848484848,228480
205,-9501.484848484848,229600
206,-9501.484848484848,230720
207,-9501.484848484848,231840
208,-9501.484848484848,232960
209,-9501.484848484848,234080
210,-9501.484848484848,235200
211,-9501.484848484848,236320
212,-9501.484848484848,237440
213,-9501.484848484848,238560
214,-9501.484848484848,239680
215,-9501.484848484848,240800
216,-9501.484848484848,241920
217,-9501.484848484848,243040
218,-9501.484848484848,244160
219,-9607.85294117647,245280
220,-9607.85294117647,246400
221,-9607.85294117647,247520
222,-9607.85294117647,248640
223,-9607.85294117647,249760
224,-9607.85294117647,250880
225,-9607.85294117647,252000
226,-9607.85294117647,253120
227,-9607.85294117647,254240
228,-9607.85294117647,255360
229,-9607.85294117647,256480
230,-9729.57142857143,257600
231,-9729.57142857143,258720
232,-9729.57142857143,259840
233,-9729.57142857143,260960
234,-9729.57142857143,262080
235,-9729.57142857143,263200
236,-9729.57142857143,264320
237,-9729.57142857143,265440
238,-9729.57142857143,266560
239,-9729.57142857143,267680
240,-9729.57142857143,268800
241,-9729.57142857143,269920
242,-9729.57142857143,271040
243,-9729.57142857143,272160
244,-9729.57142857143,273280
245,-9729.57142857143,274400
246,-10080.944444444445,275520
247,-10080.944444444445,276640
248,-10080.944444444445,277760
249,-10080.944444444445,278880
250,-10080.944444444445,280000
251,-10080.944444444445,281120
252,-10080.944444444445,282240
253,-10080.944444444445,283360
254,-10080.944444444445,284480
255,-10080.944444444445,285600
256,-10080.944444444445,286720
257,-10080.944444444445,287840
258,-10080.944444444445,288960
259,-10080.944444444445,290080
260,-10080.944444444445,291200
261,-10080.944444444445,292320
262,-10080.944444444445,293440
263,-10080.944444444445,294560
264,-10080.944444444445,295680
265,-10080.944444444445,296800
266,-10080.944444444445,297920
267,-10080.944444444445,299040
268,-10080.944444444445,300160
269,-10080.944444444445,301280
270,-10080.944444444445,302400
271,-10080.944444444445,303520
272,-10080.944444444445,304640
273,-10080.944444444445,305760
274,-10080.944444444445,306880
275,-10080.944444444445,308000
276,-10080.944444444445,309120
277,-10080.944444444445,310240
278,-10080.944444444445,311360
279,-10080.944444444445,312480
280,-10080.944444444445,313600
281,-10080.944444444445,314720
282,-10080.944444444445,315840
283,-10080.944444444445,316960
284,-10080.944444444445,318080
285,-10080.944444444445,319200
286,-10080.944444444445,320320
287,-10080.944444444445,321440
288,-10080.944444444445,322560
289,-10390.135135135135,323680
290,-10390.135135135135,324800
291,-10390.135135135135,325920
292,-10390.135135135135,327040
293,-10390.135135135135,328160
294,-10390.135135135135,329280
295,-10390.135135135135,330400
296,-10390.135135135135,331520
297,-10390.135135135135,332640
298,-10390.135135135135,333760
299,-10390.135135135135,334880
300,-10390.135135135135,336000
