instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta72,1,1000,5899,96,13.858328508010036,1215.68
ta72,2,1001,5774,98,11.445666859679598,1197.4
ta72,3,1002,5835,96,12.623045744064852,1188.68
