instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta52,1,1000,3084,99,11.901306240928882,1371.1
ta52,2,1001,3060,89,11.030478955007258,1367.17
ta52,3,1002,3070,100,11.393323657474602,1365.59
