instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta62,1,1000,3525,100,22.865109794353433,385.85
ta62,2,1001,3448,100,20.181247821540605,387.66
ta62,3,1002,3454,97,20.39037992331823,383.25
