instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta42,1,1000,2343,96,20.835482207323363,1079.39
ta42,2,1001,2329,97,20.113460546673544,1077.2
ta42,3,1002,2292,97,18.205260443527592,1078.19
