instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta52,1,1000,3040,93,10.304789550072568,255.07
ta52,2,1001,3086,94,11.97387518142235,255.13
ta52,3,1002,3178,95,15.312046444121917,255.93
