instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta42,1,1000,3033,82,56.42083548220732,69.7
ta42,2,1001,2925,98,50.850954100051574,71.48
ta42,3,1002,3046,97,57.09128416709644,69.18
