instance,trial,seed,best_makespan,best_iter,gap_%,time_s
ta62,1,1000,3536,97,23.248518647612407,1873.85
ta62,2,1001,3443,96,20.006971070059254,1870.89
ta62,3,1002,3504,96,22.133147438131754,1872.15
